NULL;0;0;0;0
NULL;0;1;0,2;41
NULL;0;2;0,3;23
NULL;0;3;0,12;42
NULL;0;4;0,15;40
NULL;0;5;0,33;14
NULL;0;6;0,11;55
NULL;1;0;0,2;41
NULL;2;0;0,3;24
NULL;3;0;0,12;42
NULL;4;0;0,15;43
NULL;5;0;0,1;24
NULL;6;0;0,12;45
NULL;1;2;0,5;56
NULL;1;3;0,11;44
NULL;1;4;0,05;44
NULL;1;5;0,5;43
NULL;1;6;0,1;80
NULL;2;1;0,4;10
NULL;2;3;0,45;8
NULL;2;4;0,8;100
NULL;2;5;0,12;90
NULL;2;6;0,11;29
NULL;3;1;0,09;29
NULL;3;2;0,10;23
NULL;3;4;0,5;55
NULL;3;5;0,12;80
NULL;3;6;0,1;50
NULL;4;1;0,1;30
NULL;4;2;0,22;40
NULL;4;3;0,33;50
NULL;4;5;0,55;60
NULL;4;6;0,66;30
NULL;5;1;0,08;20
NULL;5;2;0,1;22
NULL;5;3;0,55;80
NULL;5;4;0,44;30
NULL;5;6;0,12;20
NULL;6;1;0,22;10
NULL;6;2;0,11;10
NULL;6;3;0,1;44
NULL;6;4;0,2;44
NULL;6;4;0,5;89
NULL;6;5;0,4;90
